id,action,action_classification,action_level,action_summary,authorities_link,country,create_date,data_notes,date,date_initiated_by_firm,date_posted,date_terminated,date_updated,determined_cause,documents,icij_notes,number,reason,source,status,target_audience,type,uid,uid_hash,url,slug,device_id,created_at,updated_at
73,,,,Recall,https://www.titck.gov.tr/,TUR,,,2/23/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/43   &   FSCA01-16,32640458,https://web.archive.org/web/20170817125516/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-43-SGB.pdf,tur-cardioplegia-transport-system-oxygenator-perfusion-tube-set-system,70,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
74,,,,Recall,https://www.titck.gov.tr/,TUR,,,3/14/2017,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2017/333   &   70 766 -70766A,4c3b053b,https://web.archive.org/web/20171208225251/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2017-333-334-SGB.pdf,tur-accoat-guide-wires-with-long-flexible-tip-accoat-guide-wire-bentson,71,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
75,,,,Recall,https://www.titck.gov.tr/,TUR,,,6/9/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/564   &   FCA-1275,32300444,https://web.archive.org/web/20170818061149/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-564-SGB.pdf,tur-mets-femoral-plateau-plate,72,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
76,,,,Recall,https://www.titck.gov.tr/,TUR,,,12/8/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/1108   &   RA2016-155,3fbe04cd,https://web.archive.org/web/20170817133623/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-1108-SGB.pdf,tur-mets-modular-tumour-system-3fbe04cd,30,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
77,,,,Recall,https://www.titck.gov.tr/,TUR,,,5/25/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/479   &   RA 2016-020,3fbb04be,https://web.archive.org/web/20170818073142/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-479%20SGB.pdf,tur-pneumosure-high-flow-insufflator,73,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
78,,,,Recall,https://www.titck.gov.tr/,TUR,,,7/5/2017,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2017/665   &   RA2017-052,3b7504a2,https://web.archive.org/web/20171208225303/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2017-665%20SGB.pdf,tur-hand-tools-sagittal-saw-reciprocating-saw-rotary-drill,74,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
79,,,,Recall,https://www.titck.gov.tr/,TUR,,,6/9/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/540   &   RA2016-088,3ad204a1,https://web.archive.org/web/20170818061648/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-540-SGB.pdf,tur-target-detachable-coils,75,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
80,,,,Recall,https://www.titck.gov.tr/,TUR,,,3/3/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/177   &   R2016011,31be042b,https://web.archive.org/web/20170817155649/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-177%20SGB.pdf,tur-craniofacial-bone-screw-non-biobsorbable,76,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
81,,,,Recall,https://www.titck.gov.tr/,TUR,,,12/14/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/1131   &   515379,2cb503e3,https://web.archive.org/web/20171014012206/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-1131%20sgb.pdf,tur-pfna-spiral-blade-for-impactor,77,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
82,,,,Recall,https://www.titck.gov.tr/,TUR,,,9/5/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/833   &   EIF-000066,3b6404aa,https://web.archive.org/web/20170817091314/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-833%20SGB.pdf,tur-ezio-manual-handle,78,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
83,,,,Recall,https://www.titck.gov.tr/,TUR,,,6/20/2017,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2017/708-711   &   FSCA 1701,4c0b054b,https://web.archive.org/web/20171208225312/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2017-708-709-710-711-SGB.pdf,tur-radifocus-introducer-ii-radifocus-introducer-ii-m-coat,79,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
84,,,,Recall,https://www.titck.gov.tr/,TUR,,,5/12/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/439   &   CT0449,2a0703e7,https://web.archive.org/web/20170818071603/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-439%20sgb.pdf,tur-oxoidtm-antimicrobial-susceptibility-test-disc-ticarcillin-clavulanic-acid-tim85-ct0449,80,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
85,,,,Recall,https://www.titck.gov.tr/,TUR,,,8/1/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/731   &   RA2016-001,3ae20494,https://web.archive.org/web/20170815192045/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-731-SGB.pdf,tur-depth-gauge,81,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
86,,,,Information Note,https://www.titck.gov.tr/,TUR,,,1/8/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/6   &   Trumpf6,29d704c9,https://web.archive.org/web/20170817065009/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-6-SGB.pdf,tur-trulight-3000-trulight-5000-iled3-iled5-truv-lighting-system,82,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
87,,,,Recall,https://www.titck.gov.tr/,TUR,,,1/18/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/29   &   referans numarası yok,a2b60b5b,https://web.archive.org/web/20170815210622/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-29%20SGB.pdf,tur-glidescope-gvl-3-gvl-4-gvl-5-and-glidescope-avl-3-avl-4-avl-5-blade,83,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
88,,,,Recall,https://www.titck.gov.tr/,TUR,,,7/4/2017,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2017/663   &   2011FA0011,3a2a048c,https://web.archive.org/web/20171208230052/http://www.titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/sgb-2017-663.pdf,tur-zenith-alpha-thoracic-endovascular-graft,84,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
89,,,,Recall,https://www.titck.gov.tr/,TUR,,,8/29/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/797   &   EIF-000067,3c0b04b4,https://web.archive.org/web/20170817093825/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-797-SGB.pdf,tur-tracheoflex-tracheostomy-tubes,85,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
90,,,,Recall,https://www.titck.gov.tr/,TUR,,,2/22/2016,,,,,,,"Turkish data is current through July 2017. All of the data comes from Turkey’s Drugs and Medical Devices Agency (Titck), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Turkey.",,,Turkey Drugs and Medical Devices Agency (Titck),,,Field Safety Notice,2016/169   &   ZFA 2015-180,45a5050e,https://web.archive.org/web/20170817145621/http://titck.gov.tr/PortalAdmin/Uploads/Titck/Dynamic/2016-169%20SGB.pdf,tur-lps-flex-precoat-femoral-a-l,86,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC
91,,,,,https://www.invima.gov.co/,COL,,,5/30/2017,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/INFORMES%20DE%20SEGURIDAD/Dispositivos/2017/Mayo/R1705-195-WEB.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",2007DM-0001180,"The manufacturer reports that it has detected as a result of internal tests that some rolls of tape do not adequately develop the correct standard visual color once the process of steam sterilization is completed, which can be interpreted as a failure in the sterilization process, leading to that they must be Repeat the sterilization processes on the loads.",National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,R1705-195,0a0b01ec,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=85,col-steam-indicator-tape-1322,87,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
92,,,,,https://www.invima.gov.co/,COL,,,10/31/2017,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/INFORMES%20DE%20SEGURIDAD/Dispositivos/2017/Octubre/R1710-518-WEB.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",2014DM-0011649,"The manufacturer has confirmed that the detected temperature could be a little lower than the actual temperature of the patient, if the im- paired sensors are used as part of a system that is the only means of temperature monitoring, there is the possibility of performing inappropriate therapies, leading to Possible adverse events on patients are presented.",National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,R1710-518,09f701e7,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=65,col-temperature-monitoring-system,88,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
93,,,,,https://www.invima.gov.co/,COL,,,7/13/2017,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/INFORMES%20DE%20SEGURIDAD/Dispositivos/2017/Julio/R1707-276-WEB.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",2012DM-0008507,"The manufacturer has identified a quality problem, where it is possible to visualize a different color from the normal product, leading to the presentation of possible adverse events on the patient.",National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,R1707-276,0a1501ee,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=79,col-adhesives-and-primers-3m-unitek,89,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
94,,,,,https://www.invima.gov.co/,COL,,,10/29/2015,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/INFORMES%20DE%20SEGURIDAD/Dispositivos/2015/Octubre/I1510-485%20WEB.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",2010DM-0005465,"The manufacturer states that the operation of the medical device can be affected by the close use of finger-way radios, causing the activation of an audible and visual alarm of high or low temperature or the unstable operation thereof, leading to the occurrence of adverse events or delays in the Patient care.",National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,I1510-485,09a001df,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=169,col-system-for-fluid-heating-ranger-245,90,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
95,,,,,https://www.invima.gov.co/,COL,,,12/12/2016,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/INFORMES%20DE%20SEGURIDAD/Dispositivos/2016/Diciembre/RRD-031216.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",INVIMA 2011RD-0002106,"ABBOTT has identified a problem of specific stabilities of the reagent lots 10533UP00 and 10535UP00. As the reagent approaches the expiration date, the values in relative units of light (URL) of the calibration curve decrease, causing the results of patients calculated with this diminished curve to rise excessively, resulting in false patient results. The controls may not reflect the instability of the reactive, since the recalibration can make the values of the controls are within the acceptable ranges.",National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,RRD-031216,0d8c0243,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=110,col-architect-active-b12-holotranscobalamin-reagent-kit,91,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
96,,,,,https://www.invima.gov.co/,COL,,,5/18/2018,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/INFORMES%20DE%20SEGURIDAD/Dispositivos/2018/Mayo/RDR1805-199.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",,,National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,,,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=46,col-architect-total-psa-reagent-kit,92,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
97,,,,,https://www.invima.gov.co/,COL,,,4/25/2017,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/ALERTAS%20SANITARIAS/Dispositivos_Medicos/2017/Abril/ARD-010417.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",INVIMA 2007RD-0000324,The destabilization of the SHBG dimer in EDTA could lead to low SHBG measurements in the immunoassays.,National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,ARD-010417,0cdb0232,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=92,col-architect-shbg-reagent-kit,93,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
98,,,,,https://www.invima.gov.co/,COL,,,8/15/2017,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/INFORMES%20DE%20SEGURIDAD/Dispositivos/2017/Agosto/RDR-1708-76.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",I INVIMA 2017RD-0002257R1,,National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,RDR1708-76,0dce0253,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=75,col-realtime-hiv-1-qualitative-amplification-reagent-kit,94,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
99,,,,,https://www.invima.gov.co/,COL,,,5/11/2016,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/INFORMES%20DE%20SEGURIDAD/Dispositivos/2016/Mayo/RRD-020516.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",INVIMA 2013RD-0001236-R1,"The health agency notifies that during the labeling process of the referenced control inserts and incorrect labels were included in a limited number of kits (63). The incorrect inserts and labels belong to the ARCHITECT Anti-HBc II calibrator, LN 8L44-01. However, it is considered that there is no impact on the results or the performance of the product as a result of this drawback.",National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,RRD-020516,0d8c0244,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=141,col-architect-anti-hbc-ii-positive-and-negative-control,95,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
100,,,,,https://www.invima.gov.co/,COL,,,3/10/2018,,,,,,http://app.invima.gov.co/alertas/ckfinder/userfiles/files/INFORMES%20DE%20SEGURIDAD/Dispositivos/2018/Marzo/I1803-153-WEB.pdf,"Colombian data is current through June 2019. All of the data comes from the National Institute of Drugs and Food Surveillance (INVIMA), except for the categories Manufacturer Parent Company and Product Classification.
The Parent Company and the Product Classification were added by ICIJ. 
The parent company information is based on 2017 public records. The device classification information comes from FDA’s Product Classification by Review Panel, based on matches of recall data from the U.S. and Colombia.",2017DM-0016114 ; 2017DM-0016125,,National Institute of Drugs and Food Surveillance (INVIMA),,,Safety alert,I1803-153,09ad01dc,https://app.invima.gov.co/alertas/dispositivos-medicos-invima?page=53,col-alinity-i-processing-module-abbott,96,2022-08-04 08:28:02 UTC,2022-08-04 08:28:02 UTC
